Имя пользователя,Ссылка,Время,Текст,Хэштеги
Kramatorsk.INFO,@kraminfo,25 мар. 2020 г.,"Путин в мощном костюме биологической защиты показал, как он не боится COVID-19",
Шахтинские Известия,@Shakhtymedia,25 мар. 2020 г.,В России проходит акция #МыВместе,
Соцпортал,@Socportal,25 мар. 2020 г.,МОЗ рекомендует:,
KORONAVIRUS ODESSA,@Korona_news2022,25 мар. 2020 г.,"44183 человека инфицированы коронавирусом в США, 544 скончались — Центр по контролю и профилактике заболеваний США",
Romanov Mihail,@RomanovMihail,25 мар. 2020 г.,Россия отправила в Италию вирусологов во главе с замначальника войск химзащиты. Они будут работать в самом пострадавшем от COVID-19 регионе https://meduza.io/feature/2020/03/24/rossiya-otpravila-v-italiyu-virusologov-vo-glave-s-zamnachalnika-voysk-himzaschity-oni-budut-rabotat-v-samom-postradavshem-ot-covid-19-regione…,
Sergey,@Balzak2012,25 мар. 2020 г.,Лайфхак на заметку.,
CA Viral,@CAViralNews,25 мар. 2020 г.,Игнорирование карантина и праздники во времена коронавируса в Таджикистане,
𝙼𝚊𝚍 𝙷𝚊𝚝𝚝𝚎𝚛 𝚋𝚕𝚞𝚎𝚜,@reygriva,25 мар. 2020 г.,В ответ ,
Политнавигатор,@PolitNavigator,25 мар. 2020 г.,"Вучич: «Мы используем опыт КНР, потому что Европа успешна только в политиканстве». #ЕС #Китай #коронавирус https://politnavigator.news/vuchich-my-ispolzuem-opyt-knr-potomu-chto-evropa-uspeshna-tolko-v-politikanstve.html…",#коронавирус
KORONAVIRUS ODESSA,@Korona_news2022,25 мар. 2020 г.," Число случаев в мире превысило 400,000 человек. Переход от 300,000 до 400,000 занял всего сутки.",
Comss.one,@comss,25 мар. 2020 г.,Microsoft приостановит выпуск «необязательных обновлений» Windows 10 в мае #microsoft #windows10 #WindowsUpdate #COVID19,#covid #covid19
"Информационное Агентство ""365 дней""",@NEWS365biz,25 мар. 2020 г.,Не хуже парацетамола. Побороть COVID-19 сможет еще один препарат,
Портал АНТИКОР,@antikorua,25 мар. 2020 г.,«Синэво» передала Центру общественного здоровья оборудование для диагностики COVID-19 методом ПЦР • ...,
Necro Mancer,@666_mancer,25 мар. 2020 г.,Кто все эти люди? http://мгблнр.орг/media/52f5a865c1avg/media/52f5a865-1bfe-4d7a-93f6-0d1a1f4dba10… #covid19 #мгбт2,#covid #covid19
xfantax,@xfantax1,25 мар. 2020 г.,В Нижегородской области вводятся новые ограничения из-за COVID-19 https://news.mail.ru/society/41077042/?social=tw…,
Николай Бобровский,@NNBobrovskiy,25 мар. 2020 г.,"Президент «Альфа-групп» Вадим Зингман призвал другие крупные компании, банки и промышленные предприятия тоже пожертвовать средства на борьбу с COVID-19. https://novayagazeta.ru/news/2020/03/24/160072-alfa-grupp-reshila-peredat-milliard-rubley-na-borbu-s-koronavirusom…",
₭øрФиЙ,@15katie07,25 мар. 2020 г.,Бл в голос #COVID2019 #коронавирус #битваэкстрасенсов,#covid #коронавирус
sololaki,@sololaki1,25 мар. 2020 г.,#Новости | В Украине военные подготовили госпитали для больных COVID-19 https://sololaki.ru/novosti-ukrainy/novosti-v-ukraine-voennye-podgotovili-gospitali-dlya-bolnyh-covid-19.html…,
Vitaly Bastrykin,@VitoKarlito,25 мар. 2020 г.,3. Сколько мест нужно в больницах? ,
Вести Дон,@vesti_don,25 мар. 2020 г.,#МыВместе: как помочь людям в период эпидемии COVID-19? http://dontr.ru/novosti/myvmeste-kak-pomoch-lyudyam-v-period-epidemii-covid-19/…,
akot55,@volgog55,25 мар. 2020 г.,Французский политолог: кризис COVID-19 может оказаться роковым для Евросоюза  — ИноТВ https://russian.rt.com/inotv/2020-03-24/Francuzskij-politolog-krizis-COVID-19-mozhet#.XnpSj03takc.twitter…,
