Имя пользователя,Ссылка,Время,Текст,Хэштеги
Jenkers News (RUS),@jenkers_ru,1 авг. 2020 г.,Иностранцев пустят в РФ только со справкой об отсутствии #коронавирус'а http://jenke.rs/s8S9Fa,#коронавирус
mina dermatologist,@minadermatolog1,1 авг. 2020 г.,covid-19 ын тусламжын 840 сая доллароор бүгдэнгээр нь өрөө дарцынмуу одоо тэгээд сайн бна болж өргүй бол болно доо гэх ёстой май шүү гэмээр санагдаж бна наад өрөнд чинь монголын ард түмэн ямарч хамаагүй дээгүүрээ хувааж идсийн байгаа биз ойлгож ханданаа ч гэх шиг ,
ГОРЯЧКО НАТАЛЬЯ,@GORYACHKONATALI,1 авг. 2020 г.,"ЦИК объяснил, как будут голосовать белорусы с COVID-19 | Народная Воля",
Политика в Украине,@PolitinformNet,1 авг. 2020 г.,Еврокомиссия предварительно договорилась с производителем о покупке будущей вакцины против COVID-19 - https://politinform.net/ukraine/evrokomissiya-predvaritelno-dogovorilas-s-proizvoditelem-o-pokupke-budushhej-vakciny-protiv-covid-19/… #Киев #Новости #Украина,
Новости Находки,@newsnhkpk,11 авг. 2020 г.,Новая статья (Приморье занимает седьмое место в ДФО по количеству выявленных заболевших COVID-19 на 100 тыс. населения) была опубликована на сайте Находка News - ,
고구마,@gogumap,11 авг. 2020 г.,Kabar  ,
고구마,@gogumap,11 авг. 2020 г.,UNN  ,
Ирина,@ysCdct9HN8VRO46,11 авг. 2020 г.,В ответ ,
Nelidina Lisa,@NelidinaL,11 авг. 2020 г.,А между тем ...Фармкомпании призвали Минздрав отложить регистрацию вакцины от COVID-19,
МИД РФ Ю-Сахалинск,@MID_YS,11 авг. 2020 г.,Школьники и воспитанники детских садов Анивского городского округа (о.Сахалин) записали ответное видеообращение для своих сверстников из города-побратима Хигасикава (о.Хоккайдо) со словами поддержки в связи с продолжающейся пандемией #COVID19,#covid #covid19
Яниss Устаff 228-1488 МКВ 010474,@FreedomRU1,11 авг. 2020 г.,В ответ ,
Jenkers News (RUS),@jenkers_ru,11 авг. 2020 г.,Оценен риск заразиться #коронавирус'ом в поездке из-за чемодана http://jenke.rs/g2O8Dq,#коронавирус
Павел,@Ppavel13,11 авг. 2020 г.,ВОЗ призвала мир брать пример с Новой Зеландии в борьбе с COVID-19,
mathematician Bayasaa ™,@bayasakov,11 авг. 2020 г.,Улаанбаатарт ойрын 2 жил ингэж удаан байсангүй гэснээс хотын ритм нэг тийм арай өөр болчихсон уу эсхүл #COVID19 болсон уу,#covid #covid19
Киев Да,@kievyes,11 авг. 2020 г.,"5-этажный корпус Александровской больницы забит больными COVID-19, – врач",
Телеканал Царьград,@tsargradtv,11 авг. 2020 г.,"Профессор, главный научный сотрудник НИЦ эпидемиологии и микробиологии имени Гамалеи Анатолий Альтштейн развеял страх перед массовой вакцинацией от COVID-19. До неё ещё далеко. Да, Россия лидирует в разработке препарата, однако есть несколько ""но"". …",
Мир 24,@Mir24TV,11 авг. 2020 г.,#Ученые выявили разрушительное влияние коронавируса на #память. Ученые из Университета Мичигана считают одним из самых разрушительных воздействий коронавируса – его влияние на #мозг и нервную систему. ,
DeVita Центр - технологии здоровья и долголетия,@DeVitaCenter,11 авг. 2020 г.,Наш ответ COVID-19,
BluOwnRay,@BluOwnRay,11 авг. 2020 г.,~Фраза классного руководителя~,
Hikaru,@Hikaru20687250,11 авг. 2020 г.,#Kabar  ,
Hikaru,@Hikaru20687250,11 авг. 2020 г.,#UNN  ,
24topkz,@24topkz,11 авг. 2020 г.,Еще 14 пациентов с COVID-19 скончались в Москве https://24top.kz/incidents/eshhe-14-pacientov-s-covid-19-skonchalis-v-moskve-2/…,
Егор,@aleksandrov_76,11 авг. 2020 г.,#covid19 ,#covid #covid19
Antobam,@vypuxumofa,11 авг. 2020 г.,"В Офисе Зеленского опасаются, что от COVID-19 начнут умирать по 40-50 человек в день http://dlvr.it/RdNmrg",
Vyacheslav Ivanov,@Revier682,11 авг. 2020 г.,"Число случаев заражения COVID-19 в мире превысило 19,7 миллиона #новости #news #общество #происшествие  - https://regiondv.com/chislo-sluchaev-zarazheniya-covid-19-v-mire-prevysilo-19-7-milliona/…",
ГлобалМСК.ру,@globalmsk,11 авг. 2020 г.,В Краснодарском крае усилили контроль за соблюдением масочного режима https://globalkras.ru/news/id/9652,
KP.RU - Н. Новгород,@onlinekpnn,11 авг. 2020 г.,"Коронавирус в Нижнем Новгороде, последние новости на 11 августа 2020 года: 86% нижегородцев, заболевших COVID-19, уже здоровы",
Андрей Анцыферов,@Ultrafor_ram,11 авг. 2020 г.,Почему мы разработали свой рециркулятор,
Новини України/Новости Украины,@InfoProstirUA,11 авг. 2020 г.,Харьковские и Николаевские больницы заполнены пациентами с COVID-19 (ВИДЕО),
KP.RU - Казань,@kazanKPru,11 авг. 2020 г.,"Коронавирус в Ульяновской области, последние новости на 11 августа 2020 года: заразились еще 115 человек",
Good News,@g_o_o_d_n_e_w_s,11 авг. 2020 г.,"Суточная заболеваемость COVID-19 в Украине ""снизилась"" – было меньше тестов http://dlvr.it/RdNh7X",
Janakinatha,@vybuwifymuv,11 авг. 2020 г.,Число умерших от COVID-19 в России превысило 15 тысяч человек,
Rusrek.com,@rusrek_news,11 авг. 2020 г.,"Yaffa Unisex Salon приглашает мужчин и женщин на современные стрижки, покраску волос, маникюр, педикюр и др. услуги и процедуры.",
